title,platform,date,meta_score,user_score,link,esrb_rating,developers,genres,platform_group,nintendo_relation,genre_main,player_type,play_situation,difficulty,mood,session_length,beginner_friendly,local_multiplayer,online_multiplayer,budget_tier,buying_advice,title_en,title_ko,title_zh,localization_note,image_url,image_file,official_url_en,official_url_ko,official_url_zh,media_note,normalized_title
Splatoon Raiders,Nintendo Switch 2,2026-07-23,,,,,Nintendo,"['Shooter', 'Action', 'Online']",Switch 2,Nintendo Core,Shooter,Competitive Player,Online|Short Break,Medium,Exciting,Medium,Yes,No,Yes,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Splatoon Raiders,스플래툰 레이더스,斯普拉遁 塗擊隊,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/700100001228270b216ace3dbe11f1981251d357ba780b/8c42325f9e62bb74a17434734d2bd1a0/ac10d398536e75dbd5ab9961c04d8fdaeaa35b531a173adfedf684ec18a8460d.jpg,data/media_images/splatoon_raiders.jpg,https://www.nintendo.com/us/store/products/splatoon-raiders-switch-2/,https://store.nintendo.co.kr/70010000122826,https://www.nintendo.com/hk/games/switch2/aadla/index.html,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,splatoon raiders
瑪利歐賽車8 豪華版 新增賽道通行證,Nintendo Switch,2022-03-18,,,,,Nintendo,['Racing'],Switch Compatible,Nintendo Core,Racing,Party Player,Friends|Family|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",瑪利歐賽車8 豪華版 新增賽道通行證,,瑪利歐賽車8 豪華版 新增賽道通行證,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/5Iz2Fs9Eevh7QZ6vnzkvLL/063b3221a72aa1c79c89dbdb9869549a/5432e6be17216d79d87fc38903f13836410df880c45a3aeb1abf87f489ad12cf.jpg,data/media_images/hk_70070000013724.jpg,https://ec.nintendo.com/HK/zh/bundles/70070000013724,,https://ec.nintendo.com/HK/zh/bundles/70070000013724,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,瑪利歐賽車8 豪華版 新增賽道通行證
Pokemon Legends: Arceus,Nintendo Switch,2022-01-28,83.0,8.1,,E10+,Nintendo,"['RPG', 'Adventure']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Pokemon Legends: Arceus,Pokémon LEGENDS 아르세우스,寶可夢傳說 阿爾宙斯,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000039945/dcb496d7cf954c7eb51ab2e5d0c27918fb7f055e50f4e902135bd4a70a44b491",data/media_images/pokemon_legends_arceus.jpg,https://www.nintendo.com/us/store/products/pokemon-legends-arceus-switch/,https://www.nintendo.com/kr/switch/legends_arceus/,https://www.pokemon.co.jp/ex/legends_arceus/tc/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,pokemon legends arceus
靈活腦學校 一起伸展大腦,Nintendo Switch,2021-12-03,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",靈活腦學校 一起伸展大腦,,靈活腦學校 一起伸展大腦,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/6mHiEIcP7OJ0AmKkKQ60Dw/3e2401cb2ec9b4eb0c63167d7e6bf313/9a7cd1d07f1ea50297195840623bf14a392ced89fd81361a18c27964c4bad2f0.jpg,data/media_images/hk_70010000044954.jpg,https://www.nintendo.com/hk/switch/azlsa/,,https://www.nintendo.com/hk/switch/azlsa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,靈活腦學校 一起伸展大腦
寶可夢 明亮珍珠,Nintendo Switch,2021-11-19,,,,,Nintendo,['RPG'],Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",寶可夢 明亮珍珠,,寶可夢 明亮珍珠,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/1yG2y15GGWkFgsos58p8Fm/5a954d7491113bcecd289e1924ac0f95/c4e20bdaeefafcd9f9a0a2118cee6fe67ba71cb78dd5329fb208341315b6dfe1.jpg,data/media_images/hk_70010000039958.jpg,https://www.pokemon.co.jp/ex/bdsp/tc/,,https://www.pokemon.co.jp/ex/bdsp/tc/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,寶可夢 明亮珍珠
寶可夢 晶燦鑽石,Nintendo Switch,2021-11-19,,,,,Nintendo,['RPG'],Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",寶可夢 晶燦鑽石,,寶可夢 晶燦鑽石,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/1Ok68c83FsWkmaepGmUkLg/00036f05f2a6b63ca3b42b2cf124c43b/d836f95d2b4f8ca58938d0dd0a2d19165b5daef4ad1e85900d6f663dfea42573.jpg,data/media_images/hk_70010000039953.jpg,https://www.pokemon.co.jp/ex/bdsp/tc/,,https://www.pokemon.co.jp/ex/bdsp/tc/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,寶可夢 晶燦鑽石
Mario Party™ Superstars（瑪利歐派對 超級巨星）,Nintendo Switch,2021-10-29,,,,,Nintendo,['Party'],Switch Compatible,Nintendo Core,Party,Party Player,Friends|Family|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Mario Party™ Superstars（瑪利歐派對 超級巨星）,,Mario Party™ Superstars（瑪利歐派對 超級巨星）,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/PJjoPHMIdWfTq3a4wNvEH/ff00a0953cdcdfd01576085bf1289fe9/ea0bf60c5deb93435b9b454c144b97ad3a794cb937c8574ae41227ffcf4e32c3.jpg,data/media_images/hk_70010000042937.jpg,https://www.nintendo.com/hk/switch/az82a/,,https://www.nintendo.com/hk/switch/az82a/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,mario partytm superstars 瑪利歐派對 超級巨星
Metroid Dread,Nintendo Switch,2021-10-08,,,,,Nintendo,['Shooter'],Switch Compatible,Nintendo Core,Shooter,Competitive Player,Solo|Short Break,Medium,Exciting,Medium,No,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Metroid Dread,메트로이드 드레드,密特羅德 生存恐懼,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000042924/4f2c683f0196210ec212a2ab8bf6952223c0b88e827b820953407a2ba61c9cb2",data/media_images/metroid_dread.jpg,https://www.nintendo.com/us/store/products/metroid-dread-switch/,https://www.nintendo.com/kr/switch/ayl8a/,https://www.nintendo.com/hk/switch/ayl8a/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,metroid dread
分享同樂！瓦利歐製造,Nintendo Switch,2021-09-10,,,,,Nintendo,['Party'],Switch Compatible,Nintendo Core,Party,Party Player,Friends|Family|Party|Short Break,Easy,Fun,Short,Yes,Yes,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",分享同樂！瓦利歐製造,,分享同樂！瓦利歐製造,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/7hsydwXOnPHjaLjpnl8hDS/d5c3141ebf8e19392e80988ea3ce60a8/b585d8424bb53f085846fd3c1dbfd99d67c0977b006cdcc020328201c60d82e0.jpg,data/media_images/hk_70010000042932.jpg,https://www.nintendo.com/hk/switch/aw7na/,,https://www.nintendo.com/hk/switch/aw7na/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,分享同樂 瓦利歐製造
搭檔任務 秘密搜查組,Nintendo Switch,2021-08-20,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",搭檔任務 秘密搜查組,,搭檔任務 秘密搜查組,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/66PBqQl8MIigcXTOqm3yQV/995960e829641888f134c83cb8614367/97e8b90e60b3689b17f70c81a801edad3365690351ee3451a723eaa599fa46c9.jpg,data/media_images/hk_70010000043258.jpg,https://www.nintendo.com/hk/switch/aq2fa/,,https://www.nintendo.com/hk/switch/aq2fa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,搭檔任務 秘密搜查組
Donkey Kong Country Returns HD,Nintendo Switch,2021-07-16,78.0,7.8,,E,Nintendo,"['Action', 'Platformer']",Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Donkey Kong Country Returns HD,동키콩 리턴즈 HD,薩爾達傳說 禦天之劍 HD,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000084604/50b3b71a75022699ab39d631df7a6b1571df102f96d5f10e6267cbecadfa4cd6",data/media_images/donkey_kong_country_returns_hd.jpg,https://www.nintendo.com/us/store/products/donkey-kong-country-returns-hd-switch/,https://www.nintendo.com/kr/switch/bdlwa/,https://www.nintendo.com/hk/switch/az89a/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,donkey kong country returns hd
瑪利歐高爾夫 超級衝衝衝,Nintendo Switch,2021-06-25,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Core,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",瑪利歐高爾夫 超級衝衝衝,,瑪利歐高爾夫 超級衝衝衝,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/3xdVkLS3J8111mqZlzgDwg/a6fb7eb348f2483dfb2c524b40834888/80d2c2f4cb7c208a43bb00ff395df28cc62d0c4de74e3a045eeb7d536841897a.jpg,data/media_images/hk_70010000038625.jpg,https://www.nintendo.com/hk/switch/at9ha/,,https://www.nintendo.com/hk/switch/at9ha/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,瑪利歐高爾夫 超級衝衝衝
附帶導航！一做就上手 第一次的遊戲程式設計,Nintendo Switch,2021-06-11,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",附帶導航！一做就上手 第一次的遊戲程式設計,,附帶導航！一做就上手 第一次的遊戲程式設計,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/2ZyUTSsUDvtr7dClaOBmvR/5e6b12e723c7181796523a1982bc800a/8887892575044f5d3f4952484c8dfacaca2a1835466b62f78dba676f4288e68d.jpg,data/media_images/hk_70010000041270.jpg,https://www.nintendo.com/hk/switch/awuxa/,,https://www.nintendo.com/hk/switch/awuxa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,附帶導航 一做就上手 第一次的遊戲程式設計
DC Super Hero Girls: Teen Power,Nintendo Switch,2021-06-04,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",DC Super Hero Girls: Teen Power,,DC Super Hero Girls: Teen Power,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/61ojQItfvAvkwsiorEViaa/db652235f9d2685800e5e22d4d137397/fd01419b9fae2278e037e4c8852821dbcbd95b647e2970fdd926a6f00e76c69c.jpg,data/media_images/hk_70010000038630.jpg,https://ec.nintendo.com/HK/zh/titles/70010000038630,,https://ec.nintendo.com/HK/zh/titles/70010000038630,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,dc super hero girls teen power
迷托邦,Nintendo Switch,2021-05-21,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",迷托邦,,迷托邦,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/2pNoze4rcXCzAcUgjhqdl4/63b0869e83268c8a92ea960a96ec189a/f1dc6b1fa95fa2e6270a9c2accd06df42ace2e9f154df5ac7c4a5f352c4fcd0c.jpg,data/media_images/hk_70010000038620.jpg,https://www.nintendo.com/hk/switch/aw8sa/,,https://www.nintendo.com/hk/switch/aw8sa/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,迷托邦
Famicom偵探俱樂部 消失的繼承人,Nintendo Switch,2021-05-14,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Famicom偵探俱樂部 消失的繼承人,,Famicom偵探俱樂部 消失的繼承人,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/40fopwZnaYVbiAIy7prVYt/d8b129b233d85c3f89af94d9f0e05705/4c52ee0f24aa0239864bf1ff591d94065d9968ba64971dc655953f7d07e02aa7.jpg,data/media_images/hk_70010000038635.jpg,https://ec.nintendo.com/HK/zh/titles/70010000038635,,https://ec.nintendo.com/HK/zh/titles/70010000038635,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,famicom偵探俱樂部 消失的繼承人
Famicom偵探俱樂部 站在身後的少女,Nintendo Switch,2021-05-14,,,,,Nintendo,['Adventure'],Switch Compatible,Nintendo Published,Adventure,Explorer,Solo|Short Break,Easy,Immersive,Medium,Yes,No,No,Medium,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",Famicom偵探俱樂部 站在身後的少女,,Famicom偵探俱樂部 站在身後的少女,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,https://images.ctfassets.net/o5v89n4kg6h4/4WqoQFgwSUmnEe4U0XZCGN/c94ac4a537bc5f2ea7badd8e54797f8a/3702921170df29790764f69d610d5d66b80e46bdee3bdffdb679b91d0ee78872.jpg,data/media_images/hk_70010000038640.jpg,https://ec.nintendo.com/HK/zh/titles/70010000038640,,https://ec.nintendo.com/HK/zh/titles/70010000038640,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,famicom偵探俱樂部 站在身後的少女
New Pokemon Snap,Nintendo Switch,2021-04-30,,,,,"['Bandai Namco Games', ' The Pokemon Company']","['Action', 'Shooter', 'Rail']",Switch Compatible,Nintendo Published,RPG,Story Player,Solo|Long Session,Medium,Story,Long,Yes,No,No,High,"Official Nintendo HK listing. Use the filters to decide whether this fits your play situation, budget, and session length.",New Pokemon Snap,New 포켓몬 스냅,New 寶可夢隨樂拍,Chinese title and release metadata synced from Nintendo HK software list: https://www.nintendo.com/hk/software/switch?sftab=nintendo,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000037989/00bd7efe46ab2b3ff0774172a5d4f21a5b2f467b3e324557ce1e9a9ae12c1d3b",data/media_images/new_pokemon_snap.jpg,https://www.nintendo.com/us/store/products/new-pokemon-snap-switch/,https://www.nintendo.com/kr/software/switch/detail/arfta/,https://game.portal-pokemon.com/newpokemonsnap/tc/,Official Nintendo HK software listing image cached locally as 1200x675; HK detail page is used when no other regional page is verified.,new pokemon snap
